Id,Name,Link,ConformanceUnits
19723,DiagnosticsLevel,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.4",""
19725,PubSubDiagnosticsCounterType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.5","PubSub Model Diagnostics;"
19730,PubSubDiagnosticsCounterClassification,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.6",""
19732,PubSubDiagnosticsRootType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.7","PubSub Model Diagnostics;"
19786,PubSubDiagnosticsConnectionType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.8","PubSub Model Diagnostics;"
19834,PubSubDiagnosticsWriterGroupType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.9","PubSub Model Diagnostics;"
19903,PubSubDiagnosticsReaderGroupType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.10","PubSub Model Diagnostics;"
19968,PubSubDiagnosticsDataSetWriterType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.11","PubSub Model Diagnostics;"
20027,PubSubDiagnosticsDataSetReaderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.11/#9.1.11.12","PubSub Model Diagnostics;"
20408,DataSetOrderingType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.1.3","PubSub Parameters UADP;"
20998,VersionTime,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.3.16","Base Info ServerType;"
20999,SessionlessInvokeResponseType,"https://reference.opcfoundation.org/v105/Core/docs/Part4/6.3.2",""
21090,ReaderGroupTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.6/#9.1.6.13","PubSub Model Base;"
21091,ReaderGroupMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.6/#9.1.6.14","PubSub Model Base;"
21096,DataSetWriterMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.7/#9.1.7.4","PubSub Model Base;"
21104,DataSetReaderMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.8/#9.1.8.4","PubSub Model Base;"
21105,UadpWriterGroupMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.1/#9.2.1.1","PubSub Model UADP;"
21111,UadpDataSetWriterMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.1/#9.2.1.2","PubSub Model UADP;"
21116,UadpDataSetReaderMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.1/#9.2.1.3","PubSub Model UADP;"
21126,JsonWriterGroupMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.2/#9.2.2.1","PubSub Model JSON;"
21128,JsonDataSetWriterMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.2/#9.2.2.2","PubSub Model JSON;"
21130,JsonDataSetReaderMessageType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.2.2/#9.2.2.3","PubSub Model JSON;"
21133,DatagramWriterGroupTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.1/#9.3.1.2","PubSub Model Datagram;"
21136,BrokerWriterGroupTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.2/#9.3.2.2","PubSub Model Broker;"
21138,BrokerDataSetWriterTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.2/#9.3.2.3","PubSub Model Broker;"
21142,BrokerDataSetReaderTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.2/#9.3.2.4","PubSub Model Broker;"
21145,NetworkAddressType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.5/#9.1.5.6","PubSub Model Base;"
21147,NetworkAddressUrlType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.5/#9.1.5.7","PubSub Model Base;"
23455,AliasNameType,"https://reference.opcfoundation.org/v105/Core/docs/Part17/6.2","AliasName Base;"
23456,AliasNameCategoryType,"https://reference.opcfoundation.org/v105/Core/docs/Part17/6.3.1","AliasName Base;"
23468,AliasNameDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part17/7.2","AliasName Base;"
23469,AliasFor,"https://reference.opcfoundation.org/v105/Core/docs/Part17/8.2","AliasName Base;"
23497,ReadAnnotationDataDetails,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.4.6/#6.4.6.1",""
23498,CurrencyUnitType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.12/#12.2.12.2","Base Info Currency;"
23513,IOrderedObjectType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.11","Base Info OrderedList;"
23518,OrderedListType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.10","Base Info OrderedList;"
23537,EccApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23538,EccNistP256ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23539,EccNistP384ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23540,EccBrainpoolP256r1ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23541,EccBrainpoolP384r1ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23542,EccCurve25519ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23543,EccCurve448ApplicationCertificateType,"https://reference.opcfoundation.org/v104/Core/docs/Amendment4/8.5.7",""
23556,AuthorizationServicesConfigurationFolderType,"",""
23562,IsDeprecated,"https://reference.opcfoundation.org/v105/Core/docs/Part5/11.22","Base Info Deprecated Information;"
23599,StandaloneSubscribedDataSetRefDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.4","PubSub Parameters SubscribedDataSet Standalone;"
23600,StandaloneSubscribedDataSetDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.5","PubSub Parameters SubscribedDataSet Standalone;"
23601,SecurityGroupDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.12/#6.2.12.2","PubSub Parameters Configuration2;"
23602,PubSubConfiguration2DataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.12/#6.2.12.4","PubSub Parameters Configuration2;"
23603,QosDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.1.2","PubSub Parameters QoS;"
23604,TransmitQosDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.1.3","PubSub Parameters QoS;"
23605,TransmitQosPriorityDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.1.4.2","PubSub Parameters QoS;"
23606,AuditClientEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.36","Base Info Client Events;"
23608,ReceiveQosDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.1.5","PubSub Parameters QoS;"
23609,ReceiveQosPriorityDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.1.6.2","PubSub Parameters QoS;"
23612,DatagramConnectionTransport2DataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.2.7","PubSub Parameters Datagram;"
23613,DatagramWriterGroupTransport2DataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.3.9","PubSub Parameters Datagram;"
23614,DatagramDataSetReaderTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.6.5","PubSub Parameters Datagram;"
23649,DataSetClasses,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.2",""
23751,UriString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.39","Base Info UriString;"
23795,SubscribedDataSetFolderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.9/#9.1.9.4.1","PubSub Model SubscribedDataSet Standalone;"
23828,StandaloneSubscribedDataSetType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.9/#9.1.9.5","PubSub Model SubscribedDataSet Standalone;"
23832,PubSubCapabilitiesType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.12","PubSub Model Base;"
23926,AuditClientUpdateMethodResultEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.37","Base Info Client Events;"
24016,DatagramDataSetReaderTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.1/#9.3.1.4","PubSub Model Datagram;"
24033,ProgramDiagnostic2DataType,"https://reference.opcfoundation.org/v105/Core/docs/Part10/5.2.8","Program Basic;"
24105,PortableQualifiedName,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.37","Base Info Portable IDs;"
24106,PortableNodeId,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.38","Base Info Portable IDs;"
24107,UnsignedRationalNumber,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.40","Base Info Rational Number;"
24136,HasStructuredComponent,"https://reference.opcfoundation.org/v105/Core/docs/Part5/11.23","Base Info Subvariables of Structures;"
24137,AssociatedWith,"https://reference.opcfoundation.org/v105/Core/docs/Part5/11.24","Base Info AssociatedWith;"
24148,IIetfBaseNetworkInterfaceType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.1","BNM Ethernet Base Info;"
24158,IIeeeBaseEthernetPortType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.2","BNM Ethernet Base Info;"
24167,IBaseEthernetCapabilitiesType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.4","BNM VLAN Capabilities;"
24169,ISrClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.6","BNM TSN Base Info;"
24173,IIeeeBaseTsnStreamType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.7","BNM TSN Base Info;"
24179,IIeeeBaseTsnTrafficSpecificationType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.8","BNM TSN Config;"
24183,IIeeeBaseTsnStatusStreamType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.9","BNM TSN Base Info;"
24188,IIeeeTsnInterfaceConfigurationType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.10","BNM TSN Config;"
24191,IIeeeTsnInterfaceConfigurationTalkerType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.11","BNM TSN Config;"
24195,IIeeeTsnInterfaceConfigurationListenerType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.12","BNM TSN Config;"
24199,IIeeeTsnMacAddressType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.13","BNM TSN Config;"
24202,IIeeeTsnVlanTagType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.14","BNM TSN Config;"
24205,IPriorityMappingEntryType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.15","BNM Priority Mapping;"
24210,Duplex,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.1","BNM Ethernet Base Info;"
24212,InterfaceAdminStatus,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.2","BNM Ethernet Base Info;"
24214,InterfaceOperStatus,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.3","BNM Ethernet Base Info;"
24216,NegotiationStatus,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.4","BNM AutoNeg;"
24218,TsnFailureCode,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.5","BNM TSN Base Info;"
24220,TsnStreamState,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.6","BNM TSN Base Info;"
24222,TsnTalkerStatus,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.7","BNM TSN Base Info;"
24224,TsnListenerStatus,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.1/#5.3.1.8","BNM TSN Base Info;"
24226,Resources,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.1","BNM Entry Points;"
24227,Communication,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.2","BNM Entry Points;"
24228,MappingTables,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.3","BNM Mapping Entry Points;"
24229,NetworkInterfaces,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.4","BNM Entry Points;"
24230,Streams,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.5","BNM TSN Entry Points;"
24231,TalkerStreams,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.6","BNM TSN Entry Points;"
24232,ListenerStreams,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.4.7","BNM TSN Entry Points;"
24233,IIeeeAutoNegotiationStatusType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.3","BNM AutoNeg;"
24263,SemanticVersionString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.41","Base Info SemanticVersionString;"
24264,UserManagementType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/5.2.1","Security User Management Server;"
24277,PasswordOptionsMask,"https://reference.opcfoundation.org/v105/Core/docs/Part18/5.2.2","Security User Management Server;"
24279,UserConfigurationMask,"https://reference.opcfoundation.org/v105/Core/docs/Part18/5.2.3","Security User Management Server;"
24281,UserManagementDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/5.2.4","Security User Management Server;"
24290,UserManagement,"https://reference.opcfoundation.org/v105/Core/docs/Part18/1","Security User Management Server;"
24312,Respond2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.6.4","A & C Dialog;"
24316,Suppress2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.8","A & C Suppression2 by Operator;"
24318,Unsuppress2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.10","A & C Suppression2 by Operator;"
24320,RemoveFromService2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.12","A & C OutOfService 2;"
24322,PlaceInService2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.14","A & C Out Of Service2;"
24324,Reset2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.5","A & C LatchedState;"
24744,GetGroupMemberships,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.15","A & C GetGroupMemberships;"
24756,TimedShelve2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.5","A & C Shelving2;"
24758,Unshelve2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.3","A & C Shelving2;"
24760,OneShotShelve2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.7","A & C Shelving2;"
25218,IVlanIdType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.2.5","BNM IETF Interface Vlan Info;"
25220,PriorityMappingEntryType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.3.2/#5.3.2.1","BNM Priority Mapping 2;"
25221,IetfBaseNetworkInterfaceType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.5.1/#5.5.1.2","BNM IETF Interface Base Info;"
25227,PriorityMappingTableType,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.5.2/#5.5.2.2","BNM Priority Mapping 2;"
25229,AddPriorityMappingEntry,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.5.2/#5.5.2.3",""
25231,DeletePriorityMappingEntry,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.5.2/#5.5.2.4",""
25237,UsesPriorityMappingTable,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.6.1","BNM Priority Mapping 2;"
25238,HasLowerLayerInterface,"https://reference.opcfoundation.org/v105/Core/docs/Part22/5.6.2","BNM IETF Interface Base Info;"
25253,IsExecutableOn,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.2.2","Base Info IsExecutableOn;"
25254,Controls,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.4.2","Base Info Controls;"
25255,Utilizes,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.5.2","Base Info Utilizes;"
25256,Requires,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.6.2","Base Info Requires;"
25257,IsPhysicallyConnectedTo,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.7.2","Base Info IsPhysicallyConnectedTo;"
25258,RepresentsSameEntityAs,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.8.2","Base Info RepresentsSameEntityAs;"
25259,RepresentsSameHardwareAs,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.9.2","Base Info RepresentsSameHardwareAs;"
25260,RepresentsSameFunctionalityAs,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.10.2","Base Info RepresentsSameFunctionalityAs;"
25261,IsHostedBy,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.11.2","Base Info IsHostedBy;"
25262,HasPhysicalComponent,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.12.2","Base Info HasPhysicalComponent;"
25263,HasContainedComponent,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.13.2","Base Info HasContainedComponent;"
25264,HasAttachedComponent,"https://reference.opcfoundation.org/v105/Core/docs/Part23/1","Base Info HasAttachedComponent;"
25265,IsExecutingOn,"https://reference.opcfoundation.org/v105/Core/docs/Part23/4.3.2","Base Info IsExecutingOn;"
25269,PublishedDataSetCustomSourceDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.9.2","PubSub Parameters PublishedDataSet Custom;"
25270,PubSubKeyPushTargetDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.12/#6.2.12.3","PubSub Parameters Configuration2;"
25337,PubSubKeyPushTargetType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.6.1","PubSub Model SKS Push;"
25345,HasPushedSecurityGroup,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.6.6","PubSub Model SKS Push;"
25346,PubSubKeyPushTargetFolderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.7.1","PubSub Model SKS Push;"
25482,PubSubConfigurationType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.7.1","PubSub Model Base;"
25517,PubSubConfigurationRefMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.7.2","PubSub Model Base;"
25519,PubSubConfigurationRefDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.7.3","PubSub Model Base;"
25520,PubSubConfigurationValueDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.7.4","PubSub Model Base;"
