Status,"Common
Code",Name,Description,"Level /
Category",Symbol,Conversion Factor
,H83,litre per kilogram,,1M,l/kg,10⁻³ m³ x kg⁻¹
,H84,gram millimetre,,1M,g·mm,10⁻⁶ kg x m
,H85,reciprocal week,,1M,1/wk,"1,647 989 452 868 × 10⁻⁶ s⁻¹"
,H87,piece,"A unit of count defining the number of pieces (piece: a single item, article or exemplar).",3.8,,
,H88,megaohm kilometre,,1S,MΩ·km,10⁹ Ω x m
,H89,percent per ohm,"A unit of proportion, equal to 0.01, in relation to the SI derived unit ohm.",3.7,%/Ω,10⁻² Ω⁻¹
,H90,percent per degree,"A unit of proportion, equal to 0.01, in relation to an angle of one degree.",3.7,%/°,"0,572 957 8 rad⁻¹"
,H91,percent per ten thousand,"A unit of proportion, equal to 0.01, in relation to multiples of ten thousand.",3.7,%/10000,10⁻⁶
,H92,percent per one hundred thousand,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred thousand.",3.7,%/100000,10⁻⁷
,H93,percent per hundred,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred.",3.7,%/100,10⁻⁴
,H94,percent per thousand,"A unit of proportion, equal to 0.01, in relation to multiples of one thousand.",3.7,%/1000,10⁻⁵
,H95,percent per volt,"A unit of proportion, equal to 0.01, in relation to the SI derived unit volt.",3.7,%/V,10⁻² V⁻¹
,H96,percent per bar,"A unit of proportion, equal to 0.01, in relation to an atmospheric pressure of one bar.",3.7,%/bar,10⁻⁷ Pa⁻¹
,H98,percent per inch,"A unit of proportion, equal to 0.01, in relation to an inch.",3.7,%/in,"0,393 700 8 m⁻¹"
,H99,percent per metre,"A unit of proportion, equal to 0.01, in relation to a metre.",3.7,%/m,10⁻² m⁻¹
,HA,hank,"A unit of length, typically for yarn.",3.9,,
D,HAR,hectare,Synonym: square hectometre,2,ha,10⁴ m²
,HBA,hectobar,,1M,hbar,10⁷ Pa
,HBX,hundred boxes,A unit of count defining the number of boxes in multiples of one hundred box units.,3.2,,
,HC,hundred count,A unit of count defining the number of units counted in multiples of 100.,3.7,,
X,HD,half dozen,,3.7,,6
,HDW,"hundred kilogram, dry weight","A unit of mass defining the number of hundred kilograms of a product, disregarding the water content of the product.",3.1,,
X,HE,hundredth of a carat,,3.5,,
,HEA,head,A unit of count defining the number of heads (head: a person or animal considered as one of a number).,3.5,,
X,HF,hundred foot,,3.8,,
,HGM,hectogram,,1M,hg,10⁻¹ kg
,HH,hundred cubic foot,A unit of volume equal to one hundred cubic foot.,3.8,,
X,HI,hundred sheet,,3.8,,
,HIU,hundred international unit,A unit of count defining the number of international units in multiples of 100.,3.7,,
D,HJ,metric horse power,,2,metric hp,"735,498 75 W"
X,HK,hundred kilogram,,3.8,,
,HKM,"hundred kilogram, net mass","A unit of mass defining the number of hundred kilograms of a product, after deductions.",3.1,,
X,HL,hundred foot (linear),,3.8,,
,HLT,hectolitre,,1S,hl,10⁻¹ m³
,HM,mile per hour (statute mile),,2,mile/h,"0,447 04 m/s"
,HMQ,million cubic metre,A unit of volume equal to one million cubic metres.,3.8,Mm³,
,HMT,hectometre,,1M,hm,10² m
D,HN,conventional millimetre of mercury,,2,mm Hg,"133,322 4 Pa"
X,HO,hundred troy ounce,,3.8,,
D,HP,conventional millimetre of water,,2,mm H₂O,"9,806 65 Pa"
,HPA,hectolitre of pure alcohol,A unit of volume equal to one hundred litres of pure alcohol.,3.1,,
X,HS,hundred square foot,,3.8,,
X,HT,half hour,,3.8,,
,HTZ,hertz,,1,Hz,Hz
,HUR,hour,,1,h,3 600 s
X,HY,hundred yard,,3.8,,
,IA,inch pound (pound inch),,2,in·lb,"1,152 12 x 10⁻² kg x m"
X,IC,count per inch,,3.9,,
,IE,person,A unit of count defining the number of persons.,3.9,,
X,IF,inches of water,Use inch of water (common code F78),3.1,,
X,II,column inch,,3.9,,
X,IL,inch per minute,,3.5,,
X,IM,impression,,3.9,,
,INH,inch,,2,in,"25,4 x 10⁻³ m"
,INK,square inch,,2,in²,"6,451 6 x 10⁻⁴ m²"
,INQ,cubic inch,Synonym: inch cubed,2,in³,"16,387 064 x 10⁻⁶ m³"
X,IP,insurance policy,,3.9,,
,ISD,international sugar degree,"A unit of measure defining the sugar content of a solution, expressed in degrees.",3.5,,
X,IT,count per centimetre,,3.9,,
,IU,inch per second,,2,in/s,"0,025 4 m/s"
,IUG,international unit per gram,A unit of count defining the number of international units per gram.,3.7,,
,IV,inch per second squared,,2,in/s²,"0,025 4 m/s²"
,J10,percent per millimetre,"A unit of proportion, equal to 0.01, in relation to a millimetre.",3.7,%/mm,10 m⁻¹
,J12,per mille per psi,A unit of pressure equal to one thousandth of a psi (pound-force per square inch).,3.7,‰/psi,"1,450 377 x 10⁻⁷ Pa⁻¹"
,J13,degree API,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to water (API: American Petroleum Institute).,3.5,°API,
,J14,degree Baume (origin scale),A traditional unit of relative density for liquids. Named after Antoine Baumé.,3.5,°Bé,
,J15,degree Baume (US heavy),A unit of relative density for liquids heavier than water.,3.5,°Bé (US heavy),
,J16,degree Baume (US light),A unit of relative density for liquids lighter than water.,3.5,°Bé (US light),
,J17,degree Balling,"A unit of density as a measure of sugar content, especially of beer wort. Named after Karl Balling.",3.5,°Balling,
,J18,degree Brix,A unit of proportion used in measuring the dissolved sugar-to-water mass ratio of a liquid. Named after Adolf Brix.,3.5,°Bx,
,J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical),,2,°F·h·ft²/Btuth,"0,176 228 m² x K/W"
,J2,joule per kilogram,,1,J/kg,J/kg
,J20,degree Fahrenheit per kelvin,,2,°F/K,"0,555 555 6"
,J21,degree Fahrenheit per bar,,2,°F/bar,"0,555 555 6 x 10⁻⁵ K/Pa"
,J22,degree Fahrenheit hour square foot per British thermal unit (international table),,2,°F·h·ft²/BtuIT,"0,176 110 2 m² x K/W"
,J23,degree Fahrenheit per hour,,2,°F/h,"1,543 210 x 10⁻⁴ K/s"
,J24,degree Fahrenheit per minute,,2,°F/min,"9,259 259 x 10⁻³  K/s"
,J25,degree Fahrenheit per second,,2,°F/s,"0,555 555 6 K/s"
,J26,reciprocal degree Fahrenheit,,2,1/°F,"1,8 1/K"
,J27,degree Oechsle,"A unit of density as a measure of sugar content of must, the unfermented liqueur from which wine is made. Named after Ferdinand Oechsle.",3.5,°Oechsle,
,J28,degree Rankine per hour,,2,°R/h,"1,543 210 x 10⁻⁴ K/s"
,J29,degree Rankine per minute,,2,°R/min,"9,259 259 x 10⁻³  K/s"
,J30,degree Rankine per second,,2,°R/s,"0,555 555 6 K/s"
,J31,degree Twaddell,A unit of density for liquids that are heavier than water.  1 degree Twaddle represents a difference in specific gravity of 0.005.,3.5,°Tw,
,J32,micropoise,,2,µP,10⁻⁶ Pa x s
,J33,microgram per kilogram,,1S,µg/kg,10⁻⁹
,J34,microgram per cubic metre kelvin,,2,(µg/m³)/K,10⁻⁹ (kg/m³)/K
,J35,microgram per cubic metre bar,,2,(µg/m³)/bar,10⁻¹⁴ (kg/m³)/Pa
,J36,microlitre per litre,,1S,µl/l,10⁻⁶
,J38,baud,A unit of signal transmission speed equal to one signalling event per second.,3.6,Bd,
,J39,British thermal unit (mean),,2,Btu,"1,055 87 x 10³ J"
,J40,British thermal unit (international table) foot per hour square foot degree Fahrenheit,,2,BtuIT·ft/(h·ft²·°F),"1,730 735 W/(m x K)"
,J41,British thermal unit (international table) inch per hour square foot degree Fahrenheit,,2,BtuIT·in/(h·ft²·°F),"0,144 227 9 W/(m x K)"
,J42,British thermal unit (international table) inch per second square foot degree Fahrenheit,,2,BtuIT·in/(s·ft²·°F),"5,192 204 x 10² W/(m x K)"
,J43,British thermal unit (international table) per pound degree Fahrenheit,,2,BtuIT/(lb·°F),"4,186 8 x 10³ J/(kg x K)"
,J44,British thermal unit (international table) per minute,,2,BtuIT/min,"17,584 266 W"
,J45,British thermal unit (international table) per second,,2,BtuIT/s,"1,055 056 x 10³ W"
,J46,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit,,2,Btuth·ft/(h·ft²·°F),"1,729 577 W/(m x K)"
,J47,British thermal unit (thermochemical) per hour,,2,Btuth/h,"0,292 875 1 W"
,J48,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit,,2,Btuth·in/(h·ft²·°F),"0,144 131 4 W/(m x K)"
,J49,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit,,2,Btuth·in/(s·ft²·°F),"5,188 732 x 10² W/(m x K)"
,J50,British thermal unit (thermochemical) per pound degree Fahrenheit,,2,Btuth/(lb·°F),"4,184 x 10³ J/(kg x K)"
,J51,British thermal unit (thermochemical) per minute,,2,Btuth/min,"17,572 50 W"
,J52,British thermal unit (thermochemical) per second,,2,Btuth/s,"1,054 350 x 10³ W"
,J53,coulomb square metre per kilogram,,2,C·m²/kg,C x m²/kg
,J54,megabaud,A unit of signal transmission speed equal to 10⁶ (1000000) signaling events per second.,3.6,MBd,10⁶ Bd
,J55,watt second,,1S,W·s,W x s
,J56,bar per bar,,2,bar/bar,1
,J57,barrel (UK petroleum),,2,bbl (UK liq.),"0,159 113 15 m³"
,J58,barrel (UK petroleum) per minute,,2,bbl (UK liq.)/min,"2,651 886 m³/s"
,J59,barrel (UK petroleum) per day,,2,bbl (UK liq.)/d,"1,841 587 4 x 10⁻⁶ m³/s"
,J60,barrel (UK petroleum) per hour,,2,bbl (UK liq.)/h,"4,419 810 x 10⁻⁵ m³/s"
,J61,barrel (UK petroleum) per second,,2,bbl (UK liq.)/s,"0,159 113 15 m³/s"
,J62,barrel (US petroleum) per hour,,2,bbl (US)/h,"4,416 314 x 10⁻⁵ m³/s"
,J63,barrel (US petroleum) per second,,2,bbl (US)/s,"0,158 987 3 m³/s"
,J64,bushel (UK) per day,,2,bu (UK)/d,"4,209 343 x 10⁻⁷ m³/s"
,J65,bushel (UK) per hour,,2,bu (UK)/h,"1,010 242 x 10⁻⁵ m³/s"
,J66,bushel (UK) per minute,,2,bu (UK)/min,"6,061 453 x 10⁻⁴ m³/s"
,J67,bushel (UK) per second,,2,bu (UK)/s,"3,636 872 x 10⁻² m³/s"
,J68,bushel (US dry) per day,,2,bu (US dry)/d,"4,078 596 x 10⁻⁷ m³/s"
,J69,bushel (US dry) per hour,,2,bu (US dry)/h,"9,788 631 x 10⁻⁶ m³/s"
,J70,bushel (US dry) per minute,,2,bu (US dry)/min,"5,873 178 x 10⁻⁴ m³/s"
,J71,bushel (US dry) per second,,2,bu (US dry)/s,"3,523 907 x 10⁻² m³/s"
,J72,centinewton metre,,1S,cN·m,10⁻² N x m
,J73,centipoise per kelvin,,2,cP/K,10⁻³  Pa x s/K
,J74,centipoise per bar,,2,cP/bar,10⁻⁸ s
,J75,calorie (mean),,2,cal,"4,190 02 J"
,J76,calorie (international table) per gram degree Celsius,,2,calIT/(g·°C),"4,186 8 x 10³ J/(kg x K)"
,J78,calorie (thermochemical) per centimetre second degree Celsius,,2,calth/(cm·s·°C),"4,184 x 10² W/(m x K)"
,J79,calorie (thermochemical) per gram degree Celsius,,2,calth/(g·°C),"4,184 x 10³ J/(kg x K)"
,J81,calorie (thermochemical) per minute,,2,calth/min,"6,973 333 x 10⁻² W"
,J82,calorie (thermochemical) per second,,2,calth/s,"4,184 W"
,J83,clo,,2,clo,"0,155 m² x K/W"
,J84,centimetre per second kelvin,,2,(cm/s)/K,10⁻² (m/s)/K
,J85,centimetre per second bar,,2,(cm/s)/bar,10⁻⁷ (m/s)/Pa
,J87,cubic centimetre per cubic metre,,1S,cm³/m³,10⁻⁶
D,J89,centimetre of mercury,,2,cm Hg,"1,333 224 x 10³ Pa"
,J90,cubic decimetre per day,,1S,dm³/d,"1,157 41 x 10⁻⁸ m³/s"
,J91,cubic decimetre per cubic metre,,1S,dm³/m³,10⁻³
,J92,cubic decimetre per minute,,1S,dm³/min,"1,666 67 x 10⁻⁵ m³/s"
,J93,cubic decimetre per second,,1S,dm³/s,10⁻³ m³/s
D,J94,dyne centimetre,,2,dyn·cm,10⁻⁷ N x m
,J95,ounce (UK fluid) per day,,2,fl oz (UK)/d,"3,288 549 x 10⁻¹⁰ m³/s"
,J96,ounce (UK fluid) per hour,,2,fl oz (UK)/h,"7,892 517 x 10⁻⁹ m³/s"
,J97,ounce (UK fluid) per minute,,2,fl oz (UK)/min,"4,735 51 x 10⁻⁷ m³/s"
,J98,ounce (UK fluid) per second,,2,fl oz (UK)/s,"2,841 306 x 10⁻⁵ m³/s"
,J99,ounce (US fluid) per day,,2,fl oz (US)/d,"3,422 862 x 10⁻¹⁰ m³/s"
X,JB,jumbo,,3.4,,
,JE,joule per kelvin,,1,J/K,J/K
X,JG,jug,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,JK,megajoule per kilogram,,1S,MJ/kg,10⁶ J/kg
,JM,megajoule per cubic metre,,1M,MJ/m³,10⁶ J/m³
,JNT,pipeline joint,A count of the number of pipeline joints.,3.5,,
X,JO,joint,,3.9,,
,JOU,joule,,1,J,J
,JPS,hundred metre,A unit of count defining the number of 100 metre lengths.,3.1,,
X,JR,jar,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,JWL,number of jewels,A unit of count defining the number of jewels (jewel: precious stone).,3.7,,
,K1,kilowatt demand,A unit of measure defining the power load measured at predetermined intervals.,3.5,,
,K10,ounce (US fluid) per hour,,2,fl oz (US)/h,"8,214 869 x 10⁻⁹ m³/s"
,K11,ounce (US fluid) per minute,,2,fl oz (US)/min,"4,928 922 x 10⁻⁷ m³/s"
,K12,ounce (US fluid) per second,,2,fl oz (US)/s,"2,957 353 x 10⁻⁵ m³/s"
,K13,foot per degree Fahrenheit,,2,ft/°F,"0,548 64 m/K"
,K14,foot per hour,,2,ft/h,"8,466 667 x 10⁻⁵m/s"
,K15,foot pound-force per hour,,2,ft·lbf/h,"3,766 161 x 10⁻⁴ W"
,K16,foot pound-force per minute,,2,ft·lbf/min,"2,259 697 x 10⁻² W"
,K17,foot per psi,,2,ft/psi,"4,420 750 x 10⁻⁵ m/Pa"
,K18,foot per second degree Fahrenheit,,2,(ft/s)/°F,"0,548 64  (m/s)/K"
,K19,foot per second psi,,2,(ft/s)/psi,"4,420 750 x 10⁻⁵ (m/s)/Pa"
,K2,kilovolt ampere reactive demand,A unit of measure defining the reactive power demand equal to one kilovolt ampere of reactive power.,3.5,,
,K20,reciprocal cubic foot,,2,1/ft³,"35,314 66 m⁻³"
,K21,cubic foot per degree Fahrenheit,,2,ft³/°F,"5,097 033 x 10⁻² m³/K"
,K22,cubic foot per day,,2,ft³/d,"3,277 413 x 10⁻⁷ m³/s"
,K23,cubic foot per psi,,2,ft³/psi,"4,107 012 x 10⁻⁶ m³/Pa"
D,K24,foot of water,,2,ft H₂O,"2,989 067 x 10³  Pa"
D,K25,foot of mercury,,2,ft Hg,"4,063 666 x 10⁴ Pa"
,K26,gallon (UK) per day,,2,gal (UK)/d,"5,261 678 x 10⁻⁸ m³/s"
,K27,gallon (UK) per hour,,2,gal (UK)/h,"1,262 803 x 10⁻⁶ m³/s"
,K28,gallon (UK) per second,,2,gal (UK)/s,"4,546 09 x 10⁻³ m³/s"
,K3,kilovolt ampere reactive hour,A unit of measure defining the accumulated reactive energy equal to one kilovolt ampere of reactive power per hour.,3.5,kvar·h,
,K30,gallon (US liquid) per second,,2,gal (US liq.)/s,"3,785 412 x 10⁻³ m³/s"
,K31,gram-force per square centimetre,,2,gf/cm²,"98,066 5 Pa"
,K32,gill (UK) per day,,2,gi (UK)/d,"1,644 274 x 10⁻⁵ m³/s"
,K33,gill (UK) per hour,,2,gi (UK)/h,"3,946 258 x 10⁻⁸ m³/s"
,K34,gill (UK) per minute,,2,gi (UK)/min,"0,023 677 55 m³/s"
,K35,gill (UK) per second,,2,gi (UK)/s,"1,420 653 x 10⁻⁴ m³/s"
,K36,gill (US) per day,,2,gi (US)/d,"1,369 145 x 10⁻⁹ m³/s"
,K37,gill (US) per hour,,2,gi (US)/h,"3,285 947 x 10⁻⁸ m³/s"
,K38,gill (US) per minute,,2,gi (US)/min,"1,971 568 x 10⁻⁶ m³/s"
,K39,gill (US) per second,,2,gi (US)/s,"1,182 941 x 10⁻⁴ m³/s"
,K40,standard acceleration of free fall,,2,gn,"9,806 65 m/s²"
,K41,grain per gallon (US),,2,gr/gal (US),"1,711 806 x 10⁻² kg/m³"
,K42,horsepower (boiler),,2,boiler hp,"9,809 50 x 10³ W"
,K43,horsepower (electric),,2,electric hp,746 W
,K45,inch per degree Fahrenheit,,2,in/°F,"4,572 x 10⁻² m/K"
,K46,inch per psi,,2,in/psi,"3,683 959 x 10⁻⁶ m/Pa"
,K47,inch per second degree Fahrenheit,,2,(in/s)/°F,"4,572 x 10⁻² (m/s)/K"
,K48,inch per second psi,,2,(in/s)/psi,"3,683 959 x 10⁻⁶ (m/s)/Pa"
,K49,reciprocal cubic inch,,2,1/in³,"6,102 375 9 x 10⁴ m⁻³"
D,K5,kilovolt ampere (reactive),Use kilovar (common code KVR),1S,kvar,10³ V x A
,K50,kilobaud,A unit of signal transmission speed equal to 10³ (1000) signaling events per second.,3.6,kBd,10³ Bd
,K51,kilocalorie (mean),,2,kcal,"4,190 02 x 10³ J"
,K52,kilocalorie (international table) per hour metre degree Celsius,,2,kcal/(m·h·°C),"1,163 J/(m x s x K)"
,K53,kilocalorie (thermochemical),,2,kcalth,"4,184 x 10³ J"
,K54,kilocalorie (thermochemical) per minute,,2,kcalth/min,"69,733 33 W"
,K55,kilocalorie (thermochemical) per second,,2,kcalth/s,"4,184 x 10³ W"
,K58,kilomole per hour,,1S,kmol/h,"2,777 78 x 10⁻¹ mol/s"
,K59,kilomole per cubic metre kelvin,,2,(kmol/m³)/K,10³ (mol/m³)/K
,K6,kilolitre,,1M,kl,m³
,K60,kilomole per cubic metre bar,,2,(kmol/m³)/bar,10⁻² (mol/m³)/Pa
,K61,kilomole per minute,,1S,kmol/min,"16,666 7 mol/s"
,K62,litre per litre,,1S,l/l,1
,K63,reciprocal litre,,2,1/l,10³ m⁻³
,K64,pound (avoirdupois) per degree Fahrenheit,,2,lb/°F,"0,816 466 3 kg/K"
,K65,pound (avoirdupois) square foot,,2,lb·ft²,"4,214 011 x 10⁻² kg x m²"
,K66,pound (avoirdupois) per day,,2,lb/d,"5,249 912 x 10⁻⁶ kg/s"
,K67,pound per foot hour,,2,lb/(ft·h),"4,133 789 x 10⁻⁴ Pa x s"
,K68,pound per foot second,,2,lb/(ft·s),"1,488 164 Pa x s"
,K69,pound (avoirdupois) per cubic foot degree Fahrenheit,,2,(lb/ft³)/°F,"28,833 23 (kg/m³)/K"
,K70,pound (avoirdupois) per cubic foot psi,,2,(lb/ft³)/psi,"2,323 282 x 10⁻³"
,K71,pound (avoirdupois) per gallon (UK),,2,lb/gal (UK),"99,776 37 kg/m³"
,K73,pound (avoirdupois) per hour degree Fahrenheit,,2,(lb/h)/°F,"2,267 962 x 10⁻⁴ (kg/s)/K"
,K74,pound (avoirdupois) per hour psi,,2,(lb/h)/psi,"1,827 445 x 10⁻⁸ (kg/s)/Pa"
,K75,pound (avoirdupois) per cubic inch degree Fahrenheit,,2,(lb/in³)/°F,"4,982 384 x 10⁴ (kg/m³)/K"
,K76,pound (avoirdupois) per cubic inch psi,,2,(lb/in³)/psi,"4,014 632 (kg/m³)/Pa"
,K77,pound (avoirdupois) per psi,,2,lb/psi,"6,578 802 x 10⁻⁵ kg/Pa"
,K78,pound (avoirdupois) per minute,,2,lb/min,"7,559 873 x 10⁻³ kg/s"
,K79,pound (avoirdupois) per minute degree Fahrenheit,,2,lb/(min·°F),"1,360 777  x 10⁻² (kg/s)/K"
,K80,pound (avoirdupois) per minute psi,,2,(lb/min)/psi,"1,096 467 x 10⁻⁶ (kg/s)/Pa"
,K81,pound (avoirdupois) per second,,2,lb/s,"0,453 592 4 kg/s"
,K82,pound (avoirdupois) per second degree Fahrenheit,,2,(lb/s)/°F,"0,816 466 3 (kg/s)/K"
,K83,pound (avoirdupois) per second psi,,2,(lb/s)/psi,"6,578 802 x 10⁻⁵ (kg/s)/Pa"
,K84,pound per cubic yard,,2,lb/yd³,"0,593 276 4 kg/m³"
,K85,pound-force per square foot,,2,lbf/ft²,"47,880 26 Pa"
,K86,pound-force per square inch degree Fahrenheit,,2,psi/°F,"1,241 056 x 10⁴ Pa/K"
,K87,psi cubic inch per second,,2,psi·in³/s,"0,112 985 Pa x m³/s"
,K88,psi litre per second,,2,psi·l/s,"6,894 757 Pa x m³/s"
,K89,psi cubic metre per second,,2,psi·m³/s,"6,894 757  x 10³ Pa x m³/s"
,K90,psi cubic yard per second,,2,psi·yd³/s,"5,271 420 x 10³ Pa x m³/s"
,K91,pound-force second per square foot,,2,lbf·s/ft²,"47,880 26 Pa x s"
,K92,pound-force second per square inch,,2,lbf·s/in²,"6,894 757  x 10³ Pa x s"
,K93,reciprocal psi,,2,1/psi,"1,450 377 x 10⁻⁴ Pa⁻¹"
,K94,quart (UK liquid) per day,,2,qt (UK liq.)/d,"1,315 420 x 10⁻⁸ m³/s"
,K95,quart (UK liquid) per hour,,2,qt (UK liq.)/h,"3,157 008 x 10⁻⁷ m³/s"
,K96,quart (UK liquid) per minute,,2,qt (UK liq.)/min,"1,894 205 x 10⁻⁵ m³/s"
,K97,quart (UK liquid) per second,,2,qt (UK liq.)/s,"1,136 523 x 10⁻³ m³/s"
,K98,quart (US liquid) per day,,2,qt (US liq.)/d,"1,095 316 x 10⁻⁸ m³/s"
,K99,quart (US liquid) per hour,,2,qt (US liq.)/h,"2,628 758 x 10⁻⁷ m³/s"
,KA,cake,"A unit of count defining the number of cakes (cake: object shaped into a flat, compact mass).",3.9,,
,KAT,katal,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts.,1M,kat,s⁻¹ x mol
,KB,kilocharacter,A unit of information equal to 10³ (1000) characters.,3.9,,
,KBA,kilobar,,1M,kbar,10⁸ Pa
,KCC,kilogram of choline chloride,A unit of mass equal to one thousand grams of choline chloride.,3.1,kg C₅ H₁₄ClNO,
X,KD,kilogram decimal,,3.9,,
,KDW,kilogram drained net weight,"A unit of mass defining the net number of kilograms of a product, disregarding the liquid content of the product.",3.1,kg/net eda,
,KEL,kelvin,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),1,K,K
X,KF,kilopacket,,3.9,,
X,KG,keg,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,KGM,kilogram,A unit of mass equal to one thousand grams.,1,kg,kg
,KGS,kilogram per second,,1,kg/s,kg/s
,KHY,kilogram of hydrogen peroxide,A unit of mass equal to one thousand grams of hydrogen peroxide.,3.1,kg H₂O₂,
,KHZ,kilohertz,,1S,kHz,10³ Hz
,KI,kilogram per millimetre width,,3.1,,10³ kg/m
,KIC,"kilogram, including container","A unit of mass defining the number of kilograms of a product, including its container.",3.1,,
,KIP,"kilogram, including inner packaging","A unit of mass defining the number of kilograms of a product, including its inner packaging materials.",3.1,,
,KJ,kilosegment,A unit of information equal to 10³ (1000) segments.,3.6,,
,KJO,kilojoule,,1S,kJ,10³ J
,KL,kilogram per metre,,1,kg/m,kg/m
,KLK,lactic dry material percentage,A unit of proportion defining the percentage of dry lactic material in a product.,3.5,,
,KLX,kilolux,A unit of illuminance equal to one thousand lux.,1M,klx,10³ cd x sr / m²
,KMA,kilogram of methylamine,A unit of mass equal to one thousand grams of methylamine.,3.1,kg met.am.,
,KMH,kilometre per hour,,1S,km/h,"0,277 778 m/s"
,KMK,square kilometre,,1S,km²,10⁶ m²
,KMQ,kilogram per cubic metre,A unit of weight expressed in kilograms of a substance that fills a volume of one cubic metre.,1,kg/m³,kg/m³
,KMT,kilometre,,1S,km,10³ m
,KNI,kilogram of nitrogen,A unit of mass equal to one thousand grams of nitrogen.,3.1,kg N,
,KNM,kilonewton per square metre,Pressure expressed in kN/m2.,1S,kN/m2,103pascal
,KNS,kilogram named substance,A unit of mass equal to one kilogram of a named substance.,3.1,,
,KNT,knot,,1,kn,"0,514 444 m/s"
,KO,milliequivalence caustic potash per gram of product,A unit of count defining the number of milligrams of potassium hydroxide per gram of product as a measure of the concentration of potassium hydroxide in the product.,3.9,,
,KPA,kilopascal,,1S,kPa,10³ Pa
,KPH,kilogram of potassium hydroxide (caustic potash),A unit of mass equal to one thousand grams of potassium hydroxide (caustic potash).,3.1,kg KOH,
,KPO,kilogram of potassium oxide,A unit of mass equal to one thousand grams of potassium oxide.,3.1,kg K₂O,
,KPP,kilogram of phosphorus pentoxide (phosphoric anhydride),A unit of mass equal to one thousand grams of phosphorus pentoxide phosphoric anhydride.,3.1,,
,KR,kiloroentgen,,2,kR,"2,58 x 10⁻¹ C/kg"
X,KS,thousand pound per square inch,,3.8,,
,KSD,kilogram of substance 90 % dry,A unit of mass equal to one thousand grams of a named substance that is 90% dry.,3.1,kg 90 % sdt,
,KSH,kilogram of sodium hydroxide (caustic soda),A unit of mass equal to one thousand grams of sodium hydroxide (caustic soda).,3.1,kg NaOH,
,KT,kit,"A unit of count defining the number of kits (kit: tub, barrel or pail).",3.2,,
X,KTM,kilometre,,1S,km,10³ m
,KTN,kilotonne,,1M,kt,10⁶ kg
,KUR,kilogram of uranium,A unit of mass equal to one thousand grams of uranium.,3.1,kg U,
,KVA,kilovolt - ampere,,1S,kV·A,10³ V x A
,KVR,kilovar,,1S,kvar,10³ V x A
,KVT,kilovolt,,1S,kV,10³ V
,KW,kilogram per millimetre,,1M,kg/mm,10³ kg/m
,KWH,kilowatt hour,,1S,kW·h,"3,6 x 10⁶ J"
,KWY,kilowatt year,killowatt year,2,kW/year,
,KWN,Kilowatt hour per normalized cubic metre,Kilowatt hour per normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ).,2,,
,KWO,kilogram of tungsten trioxide,A unit of mass equal to one thousand grams of tungsten trioxide.,3.1,kg WO₃,
,KWS,Kilowatt hour per standard cubic metre,Kilowatt hour per standard cubic metre (temperature 15°C and pressure 1013.25 millibars).,2,,
,KWT,kilowatt,,1S,kW,10³ W
,KX,millilitre per kilogram,,1M,ml/kg,10⁻⁶ m³/kg
,L10,quart (US liquid) per minute,,2,qt (US liq.)/min,"1,577 255 x 10⁻⁵ m³/s"
,L11,quart (US liquid) per second,,2,qt (US liq.)/s,"9,463 529 x 10⁻⁴ m³/s"
,L12,metre per second kelvin,,2,(m/s)/K,(m/s)/K
,L13,metre per second bar,,2,(m/s)/bar,10⁻⁵ (m/s)/Pa
,L14,square metre hour degree Celsius per kilocalorie (international table),,2,m²·h·°C/kcal,"0,859 845 2 m² x s x K/J"
,L15,millipascal second per kelvin,,2,mPa·s/K,10⁻³ Pa x s/K
,L16,millipascal second per bar,,2,mPa·s/bar,10⁻⁸ s
,L17,milligram per cubic metre kelvin,,2,(mg/m³)/K,10⁻⁶ (kg/m³)/K
,L18,milligram per cubic metre bar,,2,(mg/m³)/bar,10⁻¹¹ (kg/m³)/Pa
,L19,millilitre per litre,,1S,ml/l,10⁻³
,L2,litre per minute,,1M,l/min,"1,666 67 x 10⁻⁵ m³/s"
,L20,reciprocal cubic millimetre,,1S,1/mm³,10⁹ m⁻³
,L21,cubic millimetre per cubic metre,,1S,mm³/m³,10⁹
,L23,mole per hour,,1S,mol/h,"2,777 78 x 10⁻⁴ mol/s"
,L24,mole per kilogram kelvin,,2,(mol/kg)/K,(mol/kg)/K
,L25,mole per kilogram bar,,2,(mol/kg)/bar,10⁻⁵ (mol/kg)/Pa
,L26,mole per litre kelvin,,2,(mol/l)/K,10³ (mol/m³)/K
,L27,mole per litre bar,,2,(mol/l)/bar,10⁻² (mol/m³)/Pa
